Cikkszám,Termék Név,Státusz,Nettó Ár,Bruttó Ár,Kategória,Rövid Leírás,Hosszú leírás,Kép link,Egység,Tömeg,Paraméter: Lemez állapota||text,Paraméter: Borító állapota||text,Paraméter: Label||text,Raktárkészlet
Mob-Rules-2221055,Black Sabbath / Mob Rules 2221055,1,14681.97,14681.97,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Yugoslavia, 1982<br /><br />0129 
 Ha kérdése van ,írjon!",,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),"PGP RTB, Vertigo, Philips",0
Chamber-Music-N1,Grencsó Tickmayer Duo / Chamber Music N°1,1,9523.44,9523.44,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in France, 1990<br /><br />0129 
 Ha kérdése van ,írjon! Gyűjtői példány!",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Libellula (2),0
1988-89-001,Grencsó Kollektíva / 1988-89 001,1,15872.4,15872.4,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 1990<br /><br />0129 
 Ha kérdése van ,írjon! Gyűjtői példány!Insert megvan,szép állapotban",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Adyton,0
Kisertes-SLPM-37587-92,Tátrai Band / Kísértés SLPM 37587 (92/M-022),1,34919.28,34919.28,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 1992<br /><br />0129 
 Ha kérdése van ,írjon!",,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),Mega (5),0
Niemen-Aerolit-SX-1192,Czesław Niemen / Niemen Aerolit SX 1192,1,9920.25,9920.25,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Poland, 1975<br /><br />0129 
 Ha kérdése van ,írjon! Gyűjtői példány!",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Polskie Nagrania Muza,0
Sohajkeseru-SLPX-37212,Dresch Quartet / Sóhajkeserű SLPX 37212,1,9126.63,9126.63,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 1989<br /><br />0129 
 Ha kérdése van ,írjon! Gyűjtői példány!",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Krém,0
A-Kuszobon-Tul-none,Tátrai Band / A Küszöbön Túl none,1,13888.35,13888.35,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 1991<br /><br />0129 
 Ha kérdése van ,írjon! Gyűjtői példány!",,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),Rákóczi,0
Jazzissimo-8115-0261,Jazz Celula / Jazzissimo 8115 0261,1,7539.39,7539.39,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Czechoslovakia, 1982<br /><br />0129 
 Ha kérdése van ,írjon! Gyűjtői példány!",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Panton,0
Svitanie-9116-0541-1,The Blue Effect / Svitanie 9116 0541,1,10713.87,10713.87,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Czechoslovakia, 1978<br /><br />0129 
 Ha kérdése van ,írjon! ",,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),Opus,0
Animals-25AP-340-1,"Pink Floyd, Pink Floyd / Animals = アニマルズ 25AP 340",1,57537.45,57537.45,Új bakelit/vinyl lemezek és CD-k|Rock,"A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1977<br /><br />0129 
 Insert yes!OBI NO! Ha bármilyen kérdése van írjon! Az eredeti belső is megvan szép állapotban!",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),CBS/Sony,0
Relics-EMS-80321,Pink Floyd / Relics EMS-80321,1,73409.85,73409.85,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1974<br /><br />0129 
 Insert yes!OBI NO! Ha bármilyen kérdése van írjon! Poszter megvan szép állaptban!",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),"EMI, Harvest",0
Border-Crossing-OG-300,Mike Osborne Trio / Border Crossing OG 300,1,13888.35,13888.35,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in UK, 1974<br /><br />0129 
 Ha kérdése van ,írjon!",,,db,0.2,Very Good (VG),Very Good Plus (VG+),Ogun,0
-Nebajky-The-Jazz-Nebyeki-Jazz-Non-fables-11-0338,SHQ / Jazzové Nebajky = The Jazz Nebyeki (Jazz Non-fables) 11 0338,1,5952.15,5952.15,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Czechoslovakia, 1974<br /><br />0129 
 Ha kérdése van ,írjon! ",,,db,0.2,Good (G),Very Good Plus (VG+),Panton,0
Olias-Of-Sunhillow-P-10192A,Jon Anderson / Olias Of Sunhillow P-10192A,1,17856.45,17856.45,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1976<br /><br />0129 
 Insert yes!OBI YES! Ha bármilyen kérdése van írjon! ",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Atlantic,0
Cook-P-8540M,Premiata Forneria Marconi / Cook P-8540M,1,15475.59,15475.59,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1974<br /><br />0129 
 Insert yes!OBI YES! Ha bármilyen kérdése van írjon! ",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Manticore,0
Against-The-Grain-WWS-80899,Rory Gallagher / Against The Grain WWS-80899,1,21824.55,21824.55,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1977<br /><br />0129 
 Insert yes!OBI NO!Az eredeti belső tasak megvan szép állapotban! Ha bármilyen kérdése van írjon! ",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Chrysalis,0
Jinx-WWS-81498,Rory Gallagher / Jinx WWS-81498,1,55553.4,55553.4,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1982<br /><br />0129 
 Insert yes!OBI NO! Ha bármilyen kérdése van írjon! ",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Chrysalis,0
Pozorovatelna-The-Watch-Tower-11-0285-2,Jazz Q / Pozorovatelna = The Watch-Tower 11 0285,1,11507.49,11507.49,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Czechoslovakia, 1974<br /><br />0129 
 Ha kérdése van ,írjon!",,,db,0.2,Very Good (VG),Near Mint (NM or M-),Panton,0
Asia-25AP-2299,Asia (2) / Asia = 詠時感 ～時へのロマン～ 25AP 2299,1,8729.82,8729.82,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1982<br /><br />0129 
 Insert yes!OBI YES! Ha bármilyen kérdése van írjon! ",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),"Geffen Records, Geffen Records",0
You-Can-Dance-P-13514,Madonna / You Can Dance P-13514,1,11110.68,11110.68,Új bakelit/vinyl lemezek és CD-k|Electronic,"A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1987<br /><br />0129 
 Insert yes!OBI NO! Ha bármilyen kérdése van írjon! ",,,db,0.2,Near Mint (NM or M-),Very Good Plus (VG+),Sire,0
Cricklewood-Green-DL-20,Ten Years After / Cricklewood Green DL 20,1,21824.55,21824.55,Új bakelit/vinyl lemezek és CD-k|Rock,"A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1970<br /><br />0129 
 Insert NO!OBI NO! Ha bármilyen kérdése van írjon! ",,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),Deram,0
A-Space-In-Time-CHR-1001,Ten Years After / A Space In Time CHR 1001,1,33728.85,33728.85,Új bakelit/vinyl lemezek és CD-k|Rock,"A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1972<br /><br />0129 
 Insert yes!OBI NO! Ha bármilyen kérdése van írjon! ",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),"Chrysalis, Chrysalis",0
Winobranie-SXL-0952,Zbigniew Namysłowski / Winobranie SXL 0952,1,7539.39,7539.39,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Poland, 1973<br /><br />0129 
 Ha kérdése van ,írjon!",,,db,0.2,Good (G),Near Mint (NM or M-),Polskie Nagrania Muza,0
Balaklava-ESP-1075,Pearls Before Swine / Balaklava ESP 1075,1,6745.77,6745.77,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Italy, 0<br /><br />0129 
 Ha kérdése van ,írjon!",,,db,0.2,Very Good (VG),Very Good Plus (VG+),"Base Record, Base Record, ESP Disk",0
Live-Recording-SXL-0733,Michal Urbaniak's Group / Live Recording SXL 0733,1,4761.72,4761.72,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Poland, 1974<br /><br />0129 
 Ha kérdése van ,írjon!",,,db,0.2,Good (G),Very Good Plus (VG+),Polskie Nagrania Muza,0
Kujaviak-Goes-Funky-SX-1230,Zbigniew Namysłowski Quintet / Kujaviak Goes Funky SX 1230,1,6348.96,6348.96,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Poland, 1975<br /><br />0129 
 Ha kérdése van ,írjon! ",,,db,0.2,Good (G),Near Mint (NM or M-),Polskie Nagrania Muza,0
Symbiosis-1-15-1356,Jazz Q / Symbiosis 1 15 1356,1,23411.79,23411.79,Új bakelit/vinyl lemezek és CD-k|Rock,"A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Czechoslovakia, 1975<br /><br />0129 
 Ha kérdése van ,írjon! ",,,db,0.2,Very Good Plus (VG+),Very Good Plus (VG+),Supraphon,0
In-Concert-SXL-1010,Michał Urbaniak Constellation / In Concert SXL 1010,1,4761.72,4761.72,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Poland, 1973<br /><br />0129 
 Ha kérdése van ,írjon!",,,db,0.2,Fair (F),Very Good Plus (VG+),Polskie Nagrania Muza,0
Drums-Dream-SX-1419,Czesław Bartkowski / Drums Dream SX 1419,1,5158.53,5158.53,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Poland, 1976<br /><br />0129 
 Ha kérdése van ,írjon! Gyűjtői példány!",,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),Polskie Nagrania Muza,0
The-Best-Of-Niemen-SX-1759,Czesław Niemen / The Best Of Niemen SX 1759,1,4364.91,4364.91,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Poland, 1979<br /><br />0129 
 Ha kérdése van ,írjon! Gyűjtői példány!",,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),Polskie Nagrania Muza,0
Journey-To-The-Centre-Of-The-Earth-GP-226,Rick Wakeman / Journey To The Centre Of The Earth GP-226,1,9920.25,9920.25,Új bakelit/vinyl lemezek és CD-k|Rock,"A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1974<br /><br />0129 
 Insert yes!OBI NO! Ha bármilyen kérdése van írjon! ",,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),A&M Records,0
Beginnings-P-10041A,Steve Howe / Beginnings P-10041A,1,7539.39,7539.39,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1975<br /><br />0129 
 Insert yes!OBI NO! Ha bármilyen kérdése van írjon! ",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Atlantic,0
The-Six-Wives-Of-Henry-VIII-4D-3,Rick Wakeman / The Six Wives Of Henry VIII 4D-3,1,23808.6,23808.6,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1975<br /><br />0129 
 Insert yes!OBI NO! Ha bármilyen kérdése van írjon! ",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),A&M Records,0
A-Brand-New-Day-MLP-017,Lime (2) / A Brand New Day MLP-017,1,11904.3,11904.3,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Canada, 1988<br /><br />0129 
 Új fóliás termék!",,,db,0.2,Near Mint (NM or M-),Mint (M),Karisma,0
Santa-Maria-De-Iquique-Cantata-Popular-VPA-8195,Quilapayún / Santa Maria De Iquique - Cantata Popular VPA 8195,1,3968.1,3968.1,Új bakelit/vinyl lemezek és CD-k|Rock,"A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Italy, 1974<br /><br />0129 
 Ha kérdése van ,írjon! ",,,db,0.2,Very Good Plus (VG+),Very Good Plus (VG+),I Dischi Dello Zodiaco,0
Colosseum-Live-P-5538,Colosseum / Colosseum Live P-5538/39B,1,19443.69,19443.69,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1975<br /><br />0129 
 Insert yes!OBI YES! Ha bármilyen kérdése van írjon! ",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Bronze,0
Irish-Tour-74-MP-9467,Rory Gallagher / Irish Tour '74 MP 9467/8,1,35316.090000000004,35316.090000000004,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1974<br /><br />0129 
 Insert yes!OBI NO! Ha bármilyen kérdése van írjon! ",,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),Polydor,0
Pictures-At-An-Exhibition-ELP-66666,"Emerson, Lake & Palmer / Pictures At An Exhibition ELP 66666",1,25792.65,25792.65,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Germany, 2004<br /><br />0129 
 Ha kérdése van ,írjon! Gyűjtői példány!",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),"Cotillion, Speakers Corner Records",0
The-Raw-The-Cooked-SLPXL-37298,Fine Young Cannibals / The Raw & The Cooked SLPXL 37298,1,5952.15,5952.15,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 1988<br /><br />0129 
 Ha kérdése van ,írjon!",,,db,0.2,Very Good (VG),Near Mint (NM or M-),"Gong, London Records",0
Tetova-Lelkek-SA-045,Padkarosda / Tétova Lelkek SA 045,1,13094.73,13094.73,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Germany, 2017<br /><br />0129 
 Ha kérdése van ,írjon! Gyűjtői példány!",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Static Age,0
Back-For-Good-The-7th-Album-MOVLP2890,Modern Talking / Back For Good - The 7th Album MOVLP2890,1,21824.55,21824.55,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Netherlands, 2021<br /><br />0129 
 Ha kérdése van ,írjon! Gyűjtői példány!",,,db,0.2,Mint (M),Near Mint (NM or M-),"Music On Vinyl, Sony Music",0
San-Francisco-1-45721,American Music Club / San Francisco 1-45721,1,14285.16,14285.16,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in US, 1994<br /><br />0129 
 Új fóliás termék! Fél cm es bevágás a borítón és a gyári fólia okozta zsugorodás nyomai.",,,db,0.2,Very Good (VG),Mint (M),"Reprise Records, Reprise Records",0
Varnus-Koncert-A-Matyas-Templomban,"Varnus Xavér, Johann Sebastian Bach / Varnus Koncert A Mátyás-Templomban / Varnus Concert In Matthias Church none",1,54759.78,54759.78,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Classical",,,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Festival Art (2),0
Polish-Jazz-Quartet-XL-0246,Polish Jazz Quartet / Polish Jazz Quartet XL 0246,1,21824.55,21824.55,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Poland, 1965<br /><br />0129 
 Ha kérdése van ,írjon! ",,,db,0.2,Very Good (VG),Near Mint (NM or M-),Polskie Nagrania Muza,0
Diviner-Blues-Sessions-TF002,"Slight Layers, Predictions / Diviner Blues Sessions TF002",1,13888.35,13888.35,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 2021<br /><br />0129 
 Új fóliás termék!",,,db,0.2,Mint (M),Mint (M),Twisted Flowers,0
Maro-TF003,Lemurian Folk Songs / Maro TF003,1,13888.35,13888.35,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 2022<br /><br />0129 
 Új fóliás termék!",,,db,0.2,Mint (M),Mint (M),Twisted Flowers,0
Happier-Than-Ever-B0033778-01,Billie Eilish / Happier Than Ever B0033778-01,1,11904.3,11904.3,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Pop","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in USA & Europe, 2021<br /><br />0129 
 Új fóliás termék!",,,db,0.2,Mint (M),Mint (M),"Darkroom (4), Interscope Records",0
